,season,team,conference,statName,statValue,SeasonTeam
270,2021,Missouri,SEC,passCompletions,301,2021 Missouri
271,2011,Missouri,Big 12,fumblesLost,8,2011 Missouri
272,2020,Missouri,SEC,interceptionTDs,1,2020 Missouri
273,2021,Missouri,SEC,thirdDowns,190,2021 Missouri
274,2019,Missouri,SEC,netPassingYards,2671,2019 Missouri
275,2019,Missouri,SEC,tacklesForLoss,92,2019 Missouri
276,2008,Missouri,Big 12,fumblesLost,8,2008 Missouri
277,2021,Missouri,SEC,rushingAttempts,464,2021 Missouri
278,2007,Missouri,Big 12,thirdDowns,202,2007 Missouri
279,2009,Missouri,Big 12,firstDowns,268,2009 Missouri
280,2016,Missouri,SEC,kickReturns,43,2016 Missouri
281,2004,Missouri,Big 12,turnovers,18,2004 Missouri
282,2021,Missouri,SEC,kickReturnYards,621,2021 Missouri
283,2014,Missouri,SEC,puntReturnYards,281,2014 Missouri
284,2016,Missouri,SEC,games,12,2016 Missouri
285,2005,Missouri,Big 12,penaltyYards,0,2005 Missouri
286,2018,Missouri,SEC,turnovers,15,2018 Missouri
287,2019,Missouri,SEC,passCompletions,226,2019 Missouri
288,2010,Missouri,Big 12,games,13,2010 Missouri
289,2022,Missouri,SEC,fourthDownConversions,4,2022 Missouri
291,2018,Missouri,SEC,totalYards,6263,2018 Missouri
292,2009,Missouri,Big 12,netPassingYards,3904,2009 Missouri
293,2020,Missouri,SEC,thirdDownConversions,61,2020 Missouri
294,2019,Missouri,SEC,kickReturns,9,2019 Missouri
295,2020,Missouri,SEC,passingTDs,9,2020 Missouri
296,2016,Missouri,SEC,interceptionYards,170,2016 Missouri
297,2007,Missouri,Big 12,rushingYards,2467,2007 Missouri
298,2021,Missouri,SEC,possessionTime,23636,2021 Missouri
299,2021,Missouri,SEC,puntReturnYards,69,2021 Missouri
300,2009,Missouri,Big 12,penaltyYards,716,2009 Missouri
302,2017,Missouri,SEC,totalYards,6528,2017 Missouri
303,2021,Missouri,SEC,interceptionYards,91,2021 Missouri
304,2019,Missouri,SEC,rushingTDs,14,2019 Missouri
305,2022,Missouri,SEC,thirdDownConversions,32,2022 Missouri
306,2010,Missouri,Big 12,thirdDowns,184,2010 Missouri
307,2014,Missouri,SEC,fourthDownConversions,13,2014 Missouri
309,2004,Missouri,Big 12,puntReturns,37,2004 Missouri
311,2007,Missouri,Big 12,penaltyYards,616,2007 Missouri
312,2014,Missouri,SEC,fourthDowns,16,2014 Missouri
313,2020,Missouri,SEC,turnovers,14,2020 Missouri
314,2014,Missouri,SEC,puntReturnTDs,1,2014 Missouri
315,2017,Missouri,SEC,fourthDownConversions,3,2017 Missouri
316,2019,Missouri,SEC,thirdDowns,181,2019 Missouri
317,2005,Missouri,Big 12,interceptions,11,2005 Missouri
318,2014,Missouri,SEC,passingTDs,25,2014 Missouri
319,2008,Missouri,Big 12,firstDowns,358,2008 Missouri
320,2012,Missouri,SEC,fumblesLost,8,2012 Missouri
321,2011,Missouri,Big 12,interceptionTDs,0,2011 Missouri
322,2009,Missouri,Big 12,possessionTime,13115,2009 Missouri
323,2018,Missouri,SEC,fumblesRecovered,6,2018 Missouri
324,2009,Missouri,Big 12,fumblesLost,8,2009 Missouri
326,2007,Missouri,Big 12,interceptionTDs,2,2007 Missouri
327,2012,Missouri,SEC,kickReturnTDs,2,2012 Missouri
328,2015,Missouri,SEC,fumblesRecovered,7,2015 Missouri
329,2018,Missouri,SEC,kickReturns,17,2018 Missouri
330,2019,Missouri,SEC,kickReturnTDs,0,2019 Missouri
331,2004,Missouri,Big 12,interceptionTDs,1,2004 Missouri
332,2012,Missouri,SEC,firstDowns,217,2012 Missouri
333,2010,Missouri,Big 12,fumblesRecovered,11,2010 Missouri
334,2020,Missouri,SEC,passAttempts,363,2020 Missouri
335,2017,Missouri,SEC,interceptionYards,140,2017 Missouri
336,2005,Missouri,Big 12,passCompletions,277,2005 Missouri
337,2015,Missouri,SEC,puntReturnTDs,1,2015 Missouri
339,2005,Missouri,Big 12,fumblesLost,17,2005 Missouri
340,2005,Missouri,Big 12,puntReturns,40,2005 Missouri
341,2012,Missouri,SEC,thirdDowns,186,2012 Missouri
342,2012,Missouri,SEC,games,12,2012 Missouri
343,2015,Missouri,SEC,thirdDownConversions,54,2015 Missouri
344,2009,Missouri,Big 12,rushingYards,1651,2009 Missouri
345,2018,Missouri,SEC,firstDowns,319,2018 Missouri
348,2010,Missouri,Big 12,rushingAttempts,439,2010 Missouri
349,2015,Missouri,SEC,firstDowns,181,2015 Missouri
350,2016,Missouri,SEC,penaltyYards,657,2016 Missouri
351,2018,Missouri,SEC,interceptionTDs,1,2018 Missouri
352,2005,Missouri,Big 12,totalYards,5157,2005 Missouri
353,2015,Missouri,SEC,passingTDs,10,2015 Missouri
355,2018,Missouri,SEC,thirdDownConversions,96,2018 Missouri
356,2008,Missouri,Big 12,puntReturnYards,300,2008 Missouri
357,2016,Missouri,SEC,interceptionTDs,2,2016 Missouri
358,2006,Missouri,Big 12,passCompletions,291,2006 Missouri
360,2007,Missouri,Big 12,totalYards,6864,2007 Missouri
361,2016,Missouri,SEC,firstDowns,291,2016 Missouri
362,2004,Missouri,Big 12,passCompletions,197,2004 Missouri
363,2015,Missouri,SEC,kickReturnTDs,0,2015 Missouri
365,2007,Missouri,Big 12,penalties,73,2007 Missouri
366,2012,Missouri,SEC,rushingTDs,16,2012 Missouri
367,2004,Missouri,Big 12,passAttempts,377,2004 Missouri
368,2018,Missouri,SEC,passingTDs,28,2018 Missouri
369,2017,Missouri,SEC,puntReturnTDs,2,2017 Missouri
370,2013,Missouri,SEC,rushingTDs,35,2013 Missouri
371,2013,Missouri,SEC,firstDowns,343,2013 Missouri
372,2020,Missouri,SEC,netPassingYards,2668,2020 Missouri
373,2018,Missouri,SEC,interceptions,8,2018 Missouri
374,2016,Missouri,SEC,rushingYards,2461,2016 Missouri
375,2014,Missouri,SEC,passAttempts,415,2014 Missouri
376,2019,Missouri,SEC,interceptionTDs,4,2019 Missouri
377,2012,Missouri,SEC,fourthDownConversions,10,2012 Missouri
378,2021,Missouri,SEC,games,13,2021 Missouri
379,2022,Missouri,SEC,puntReturnTDs,1,2022 Missouri
380,2013,Missouri,SEC,netPassingYards,3540,2013 Missouri
381,2006,Missouri,Big 12,penaltyYards,480,2006 Missouri
383,2008,Missouri,Big 12,fourthDownConversions,6,2008 Missouri
384,2011,Missouri,Big 12,rushingAttempts,589,2011 Missouri
385,2007,Missouri,Big 12,fourthDowns,10,2007 Missouri
388,2004,Missouri,Big 12,fourthDownConversions,10,2004 Missouri
389,2017,Missouri,SEC,interceptionTDs,1,2017 Missouri
390,2011,Missouri,Big 12,thirdDowns,184,2011 Missouri
391,2009,Missouri,Big 12,thirdDownConversions,68,2009 Missouri
392,2018,Missouri,SEC,passAttempts,451,2018 Missouri
393,2017,Missouri,SEC,netPassingYards,4012,2017 Missouri
394,2008,Missouri,Big 12,passesIntercepted,14,2008 Missouri
396,2009,Missouri,Big 12,interceptionTDs,1,2009 Missouri
397,2010,Missouri,Big 12,turnovers,18,2010 Missouri
398,2013,Missouri,SEC,thirdDowns,194,2013 Missouri
399,2014,Missouri,SEC,thirdDownConversions,93,2014 Missouri
400,2020,Missouri,SEC,firstDowns,222,2020 Missouri
401,2016,Missouri,SEC,kickReturnTDs,0,2016 Missouri
404,2009,Missouri,Big 12,rushingAttempts,444,2009 Missouri
405,2015,Missouri,SEC,penaltyYards,507,2015 Missouri
406,2006,Missouri,Big 12,interceptions,11,2006 Missouri
407,2012,Missouri,SEC,fourthDowns,23,2012 Missouri
408,2014,Missouri,SEC,games,14,2014 Missouri
409,2007,Missouri,Big 12,turnovers,21,2007 Missouri
411,2016,Missouri,SEC,passCompletions,249,2016 Missouri
413,2012,Missouri,SEC,rushingAttempts,453,2012 Missouri
415,2017,Missouri,SEC,penaltyYards,774,2017 Missouri
417,2020,Missouri,SEC,rushingTDs,21,2020 Missouri
418,2006,Missouri,Big 12,rushingYards,1943,2006 Missouri
419,2007,Missouri,Big 12,fumblesRecovered,19,2007 Missouri
420,2007,Missouri,Big 12,passingTDs,34,2007 Missouri
421,2011,Missouri,Big 12,games,13,2011 Missouri
422,2010,Missouri,Big 12,penalties,79,2010 Missouri
423,2010,Missouri,Big 12,kickReturnYards,696,2010 Missouri
424,2010,Missouri,Big 12,puntReturns,44,2010 Missouri
425,2011,Missouri,Big 12,kickReturnYards,967,2011 Missouri
426,2008,Missouri,Big 12,passCompletions,404,2008 Missouri
427,2017,Missouri,SEC,thirdDownConversions,78,2017 Missouri
428,2018,Missouri,SEC,rushingAttempts,553,2018 Missouri
429,2005,Missouri,Big 12,fourthDownConversions,17,2005 Missouri
430,2016,Missouri,SEC,puntReturnTDs,1,2016 Missouri
432,2010,Missouri,Big 12,fourthDownConversions,6,2010 Missouri
433,2010,Missouri,Big 12,kickReturns,33,2010 Missouri
434,2010,Missouri,Big 12,kickReturnTDs,1,2010 Missouri
435,2008,Missouri,Big 12,games,14,2008 Missouri
437,2019,Missouri,SEC,rushingAttempts,476,2019 Missouri
438,2017,Missouri,SEC,passAttempts,430,2017 Missouri
439,2018,Missouri,SEC,fumblesLost,7,2018 Missouri
440,2020,Missouri,SEC,puntReturnYards,56,2020 Missouri
442,2009,Missouri,Big 12,puntReturns,46,2009 Missouri
443,2006,Missouri,Big 12,passAttempts,465,2006 Missouri
444,2021,Missouri,SEC,kickReturns,34,2021 Missouri
445,2013,Missouri,SEC,puntReturnTDs,0,2013 Missouri
447,2004,Missouri,Big 12,rushingAttempts,457,2004 Missouri
448,2009,Missouri,Big 12,kickReturns,64,2009 Missouri
449,2019,Missouri,SEC,puntReturnYards,223,2019 Missouri
450,2008,Missouri,Big 12,passingTDs,41,2008 Missouri
451,2011,Missouri,Big 12,fourthDowns,17,2011 Missouri
452,2007,Missouri,Big 12,firstDowns,377,2007 Missouri
453,2020,Missouri,SEC,fumblesLost,8,2020 Missouri
454,2018,Missouri,SEC,penalties,90,2018 Missouri
455,2011,Missouri,Big 12,passAttempts,383,2011 Missouri
456,2020,Missouri,SEC,rushingAttempts,350,2020 Missouri
457,2008,Missouri,Big 12,penaltyYards,533,2008 Missouri
458,2014,Missouri,SEC,turnovers,16,2014 Missouri
459,2010,Missouri,Big 12,passesIntercepted,18,2010 Missouri
460,2005,Missouri,Big 12,penalties,0,2005 Missouri
461,2013,Missouri,SEC,kickReturns,30,2013 Missouri
462,2017,Missouri,SEC,fumblesRecovered,3,2017 Missouri
463,2017,Missouri,SEC,interceptions,14,2017 Missouri
464,2010,Missouri,Big 12,puntReturnTDs,0,2010 Missouri
465,2008,Missouri,Big 12,rushingAttempts,417,2008 Missouri
466,2008,Missouri,Big 12,interceptions,18,2008 Missouri
467,2014,Missouri,SEC,penalties,102,2014 Missouri
469,2011,Missouri,Big 12,penalties,70,2011 Missouri
470,2008,Missouri,Big 12,rushingYards,2153,2008 Missouri
471,2009,Missouri,Big 12,thirdDowns,185,2009 Missouri
472,2018,Missouri,SEC,puntReturns,20,2018 Missouri
473,2011,Missouri,Big 12,rushingYards,3172,2011 Missouri
474,2014,Missouri,SEC,passCompletions,221,2014 Missouri
475,2009,Missouri,Big 12,puntReturnTDs,0,2009 Missouri
476,2011,Missouri,Big 12,possessionTime,14216,2011 Missouri
477,2021,Missouri,SEC,penalties,83,2021 Missouri
478,2019,Missouri,SEC,fumblesRecovered,13,2019 Missouri
479,2006,Missouri,Big 12,thirdDownConversions,92,2006 Missouri
480,2012,Missouri,SEC,puntReturnYards,421,2012 Missouri
482,2016,Missouri,SEC,sacks,27,2016 Missouri
483,2012,Missouri,SEC,turnovers,22,2012 Missouri
485,2004,Missouri,Big 12,rushingYards,1815,2004 Missouri
487,2007,Missouri,Big 12,rushingAttempts,530,2007 Missouri
488,2014,Missouri,SEC,netPassingYards,2648,2014 Missouri
489,2018,Missouri,SEC,rushingYards,2631,2018 Missouri
490,2020,Missouri,SEC,passCompletions,246,2020 Missouri
491,2005,Missouri,Big 12,fumblesRecovered,13,2005 Missouri
492,2011,Missouri,Big 12,firstDowns,315,2011 Missouri
493,2004,Missouri,Big 12,games,11,2004 Missouri
494,2015,Missouri,SEC,interceptionTDs,0,2015 Missouri
495,2008,Missouri,Big 12,fumblesRecovered,11,2008 Missouri
496,2012,Missouri,SEC,kickReturnYards,864,2012 Missouri
498,2012,Missouri,SEC,fumblesRecovered,16,2012 Missouri
499,2009,Missouri,Big 12,fourthDownConversions,11,2009 Missouri
500,2018,Missouri,SEC,rushingTDs,27,2018 Missouri
503,2010,Missouri,Big 12,interceptionTDs,0,2010 Missouri
504,2005,Missouri,Big 12,thirdDowns,210,2005 Missouri
505,2006,Missouri,Big 12,netPassingYards,3750,2006 Missouri
506,2015,Missouri,SEC,rushingAttempts,397,2015 Missouri
507,2006,Missouri,Big 12,totalYards,5533,2006 Missouri
508,2012,Missouri,SEC,totalYards,4277,2012 Missouri
509,2007,Missouri,Big 12,passAttempts,582,2007 Missouri
510,2016,Missouri,SEC,interceptions,10,2016 Missouri
513,2015,Missouri,SEC,passCompletions,186,2015 Missouri
514,2016,Missouri,SEC,totalYards,6006,2016 Missouri
516,2009,Missouri,Big 12,puntReturnYards,238,2009 Missouri
517,2015,Missouri,SEC,fourthDownConversions,7,2015 Missouri
518,2016,Missouri,SEC,kickReturnYards,811,2016 Missouri
519,2010,Missouri,Big 12,passAttempts,490,2010 Missouri
520,2012,Missouri,SEC,passingTDs,15,2012 Missouri
521,2014,Missouri,SEC,passesIntercepted,12,2014 Missouri
522,2020,Missouri,SEC,interceptionYards,67,2020 Missouri
523,2018,Missouri,SEC,puntReturnYards,52,2018 Missouri
525,2010,Missouri,Big 12,passCompletions,312,2010 Missouri
526,2007,Missouri,Big 12,passesIntercepted,17,2007 Missouri
527,2020,Missouri,SEC,games,10,2020 Missouri
528,2010,Missouri,Big 12,interceptionYards,359,2010 Missouri
529,2014,Missouri,SEC,rushingAttempts,539,2014 Missouri
530,2011,Missouri,Big 12,puntReturnYards,169,2011 Missouri
531,2017,Missouri,SEC,possessionTime,19517,2017 Missouri
532,2018,Missouri,SEC,possessionTime,23871,2018 Missouri
533,2011,Missouri,Big 12,puntReturnTDs,1,2011 Missouri
534,2015,Missouri,SEC,netPassingYards,1986,2015 Missouri
535,2016,Missouri,SEC,tacklesForLoss,72,2016 Missouri
536,2022,Missouri,SEC,possessionTime,10940,2022 Missouri
537,2012,Missouri,SEC,puntReturnTDs,3,2012 Missouri
538,2018,Missouri,SEC,puntReturnTDs,0,2018 Missouri
539,2021,Missouri,SEC,passingTDs,19,2021 Missouri
540,2012,Missouri,SEC,puntReturns,29,2012 Missouri
542,2011,Missouri,Big 12,kickReturns,44,2011 Missouri
543,2022,Missouri,SEC,passingTDs,5,2022 Missouri
544,2011,Missouri,Big 12,passingTDs,23,2011 Missouri
545,2004,Missouri,Big 12,firstDowns,213,2004 Missouri
546,2010,Missouri,Big 12,interceptions,10,2010 Missouri
547,2008,Missouri,Big 12,interceptionTDs,5,2008 Missouri
548,2016,Missouri,SEC,thirdDowns,194,2016 Missouri
550,2013,Missouri,SEC,passingTDs,31,2013 Missouri
551,2018,Missouri,SEC,kickReturnTDs,0,2018 Missouri
552,2013,Missouri,SEC,passCompletions,267,2013 Missouri
554,2015,Missouri,SEC,puntReturns,29,2015 Missouri
555,2013,Missouri,SEC,totalYards,6870,2013 Missouri
556,2009,Missouri,Big 12,turnovers,19,2009 Missouri
557,2015,Missouri,SEC,fourthDowns,17,2015 Missouri
558,2016,Missouri,SEC,turnovers,23,2016 Missouri
559,2021,Missouri,SEC,netPassingYards,3036,2021 Missouri
561,2004,Missouri,Big 12,possessionTime,12342,2004 Missouri
562,2019,Missouri,SEC,turnovers,14,2019 Missouri
563,2014,Missouri,SEC,penaltyYards,815,2014 Missouri
564,2018,Missouri,SEC,sacks,27,2018 Missouri
565,2005,Missouri,Big 12,turnovers,28,2005 Missouri
566,2019,Missouri,SEC,kickReturnYards,161,2019 Missouri
567,2008,Missouri,Big 12,thirdDowns,163,2008 Missouri
568,2004,Missouri,Big 12,netPassingYards,2456,2004 Missouri
569,2010,Missouri,Big 12,fumblesLost,8,2010 Missouri
570,2006,Missouri,Big 12,thirdDowns,190,2006 Missouri
572,2012,Missouri,SEC,netPassingYards,2615,2012 Missouri
573,2016,Missouri,SEC,possessionTime,16892,2016 Missouri
574,2017,Missouri,SEC,puntReturns,14,2017 Missouri
575,2017,Missouri,SEC,games,13,2017 Missouri
576,2021,Missouri,SEC,turnovers,13,2021 Missouri
579,2006,Missouri,Big 12,interceptionYards,187,2006 Missouri
581,2008,Missouri,Big 12,turnovers,26,2008 Missouri
582,2008,Missouri,Big 12,rushingTDs,28,2008 Missouri
583,2005,Missouri,Big 12,puntReturnTDs,1,2005 Missouri
584,2020,Missouri,SEC,possessionTime,18411,2020 Missouri
586,2007,Missouri,Big 12,possessionTime,15185,2007 Missouri
587,2006,Missouri,Big 12,firstDowns,291,2006 Missouri
588,2021,Missouri,SEC,penaltyYards,770,2021 Missouri
589,2022,Missouri,SEC,totalYards,2243,2022 Missouri
590,2022,Missouri,SEC,turnovers,11,2022 Missouri
591,2010,Missouri,Big 12,thirdDownConversions,70,2010 Missouri
592,2015,Missouri,SEC,rushingYards,1375,2015 Missouri
594,2011,Missouri,Big 12,penaltyYards,593,2011 Missouri
595,2022,Missouri,SEC,passesIntercepted,5,2022 Missouri
596,2009,Missouri,Big 12,interceptionYards,102,2009 Missouri
597,2008,Missouri,Big 12,interceptionYards,268,2008 Missouri
598,2022,Missouri,SEC,tacklesForLoss,38,2022 Missouri
599,2021,Missouri,SEC,rushingTDs,22,2021 Missouri
600,2022,Missouri,SEC,interceptionYards,58,2022 Missouri
601,2020,Missouri,SEC,passesIntercepted,2,2020 Missouri
602,2011,Missouri,Big 12,kickReturnTDs,0,2011 Missouri
604,2017,Missouri,SEC,rushingYards,2516,2017 Missouri
605,2006,Missouri,Big 12,interceptionTDs,2,2006 Missouri
606,2020,Missouri,SEC,puntReturns,10,2020 Missouri
608,2022,Missouri,SEC,passAttempts,177,2022 Missouri
609,2005,Missouri,Big 12,interceptionTDs,3,2005 Missouri
610,2007,Missouri,Big 12,puntReturnYards,307,2007 Missouri
611,2012,Missouri,SEC,passAttempts,414,2012 Missouri
612,2013,Missouri,SEC,rushingAttempts,588,2013 Missouri
615,2012,Missouri,SEC,passesIntercepted,7,2012 Missouri
616,2009,Missouri,Big 12,fumblesRecovered,15,2009 Missouri
617,2008,Missouri,Big 12,netPassingYards,4719,2008 Missouri
618,2016,Missouri,SEC,puntReturnYards,265,2016 Missouri
619,2009,Missouri,Big 12,totalYards,5362,2009 Missouri
620,2021,Missouri,SEC,fumblesRecovered,5,2021 Missouri
621,2014,Missouri,SEC,kickReturnYards,641,2014 Missouri
623,2014,Missouri,SEC,totalYards,5138,2014 Missouri
624,2006,Missouri,Big 12,puntReturnTDs,0,2006 Missouri
625,2017,Missouri,SEC,passesIntercepted,12,2017 Missouri
626,2017,Missouri,SEC,sacks,33,2017 Missouri
628,2004,Missouri,Big 12,penalties,0,2004 Missouri
629,2011,Missouri,Big 12,netPassingYards,3128,2011 Missouri
630,2015,Missouri,SEC,passAttempts,373,2015 Missouri
631,2004,Missouri,Big 12,fumblesLost,7,2004 Missouri
632,2005,Missouri,Big 12,passingTDs,15,2005 Missouri
633,2016,Missouri,SEC,fumblesLost,13,2016 Missouri
634,2010,Missouri,Big 12,puntReturnYards,158,2010 Missouri
635,2017,Missouri,SEC,kickReturnTDs,0,2017 Missouri
636,2008,Missouri,Big 12,fourthDowns,14,2008 Missouri
637,2022,Missouri,SEC,thirdDowns,86,2022 Missouri
638,2011,Missouri,Big 12,puntReturns,40,2011 Missouri
640,2013,Missouri,SEC,puntReturnYards,168,2013 Missouri
641,2021,Missouri,SEC,passesIntercepted,11,2021 Missouri
642,2015,Missouri,SEC,possessionTime,19464,2015 Missouri
643,2015,Missouri,SEC,rushingTDs,5,2015 Missouri
645,2022,Missouri,SEC,puntReturns,7,2022 Missouri
646,2016,Missouri,SEC,fourthDowns,24,2016 Missouri
647,2005,Missouri,Big 12,interceptionYards,234,2005 Missouri
649,2016,Missouri,SEC,thirdDownConversions,83,2016 Missouri
650,2006,Missouri,Big 12,fumblesRecovered,21,2006 Missouri
651,2015,Missouri,SEC,games,12,2015 Missouri
652,2007,Missouri,Big 12,thirdDownConversions,107,2007 Missouri
654,2016,Missouri,SEC,fourthDownConversions,13,2016 Missouri
657,2008,Missouri,Big 12,puntReturnTDs,1,2008 Missouri
658,2016,Missouri,SEC,penalties,80,2016 Missouri
659,2004,Missouri,Big 12,totalYards,4098,2004 Missouri
661,2007,Missouri,Big 12,fumblesLost,8,2007 Missouri
665,2017,Missouri,SEC,firstDowns,304,2017 Missouri
666,2014,Missouri,SEC,kickReturnTDs,2,2014 Missouri
667,2019,Missouri,SEC,fourthDownConversions,7,2019 Missouri
668,2007,Missouri,Big 12,fourthDownConversions,6,2007 Missouri
669,2012,Missouri,SEC,interceptionTDs,1,2012 Missouri
670,2004,Missouri,Big 12,thirdDownConversions,76,2004 Missouri
