,season,team,conference,statName,statValue,SeasonTeam
227,2015,Alabama,SEC,puntReturnYards,597,2015 Alabama
229,2007,Alabama,SEC,passCompletions,263,2007 Alabama
230,2020,Alabama,SEC,thirdDowns,145,2020 Alabama
231,2021,Alabama,SEC,firstDowns,367,2021 Alabama
232,2022,Alabama,SEC,passAttempts,183,2022 Alabama
233,2017,Alabama,SEC,possessionTime,24993,2017 Alabama
234,2013,Alabama,SEC,passingTDs,30,2013 Alabama
235,2020,Alabama,SEC,puntReturnYards,299,2020 Alabama
236,2009,Alabama,SEC,kickReturns,33,2009 Alabama
237,2010,Alabama,SEC,kickReturnTDs,1,2010 Alabama
239,2012,Alabama,SEC,fumblesRecovered,11,2012 Alabama
240,2019,Alabama,SEC,passAttempts,406,2019 Alabama
241,2019,Alabama,SEC,netPassingYards,4449,2019 Alabama
242,2010,Alabama,SEC,passAttempts,362,2010 Alabama
243,2015,Alabama,SEC,thirdDownConversions,80,2015 Alabama
244,2004,Alabama,SEC,games,12,2004 Alabama
245,2016,Alabama,SEC,kickReturns,28,2016 Alabama
246,2010,Alabama,SEC,fourthDowns,14,2010 Alabama
247,2006,Alabama,SEC,passAttempts,393,2006 Alabama
248,2012,Alabama,SEC,passCompletions,219,2012 Alabama
249,2021,Alabama,SEC,fumblesRecovered,6,2021 Alabama
251,2019,Alabama,SEC,thirdDownConversions,80,2019 Alabama
252,2022,Alabama,SEC,sacks,18,2022 Alabama
253,2019,Alabama,SEC,games,13,2019 Alabama
254,2007,Alabama,SEC,fumblesLost,10,2007 Alabama
255,2014,Alabama,SEC,fourthDownConversions,10,2014 Alabama
256,2008,Alabama,SEC,passingTDs,10,2008 Alabama
257,2008,Alabama,SEC,totalYards,4981,2008 Alabama
258,2009,Alabama,SEC,fumblesRecovered,7,2009 Alabama
259,2011,Alabama,SEC,rushingTDs,34,2011 Alabama
261,2004,Alabama,SEC,interceptionTDs,1,2004 Alabama
262,2014,Alabama,SEC,puntReturnYards,234,2014 Alabama
263,2017,Alabama,SEC,thirdDowns,177,2017 Alabama
264,2012,Alabama,SEC,passAttempts,328,2012 Alabama
265,2010,Alabama,SEC,thirdDownConversions,68,2010 Alabama
266,2014,Alabama,SEC,rushingAttempts,567,2014 Alabama
267,2021,Alabama,SEC,totalYards,7323,2021 Alabama
268,2011,Alabama,SEC,puntReturnTDs,1,2011 Alabama
270,2018,Alabama,SEC,tacklesForLoss,105,2018 Alabama
271,2011,Alabama,SEC,turnovers,12,2011 Alabama
272,2014,Alabama,SEC,passingTDs,32,2014 Alabama
273,2015,Alabama,SEC,penaltyYards,835,2015 Alabama
274,2021,Alabama,SEC,kickReturns,20,2021 Alabama
275,2019,Alabama,SEC,fourthDowns,19,2019 Alabama
276,2007,Alabama,SEC,turnovers,22,2007 Alabama
277,2020,Alabama,SEC,fourthDownConversions,6,2020 Alabama
278,2018,Alabama,SEC,thirdDownConversions,86,2018 Alabama
280,2018,Alabama,SEC,games,15,2018 Alabama
281,2015,Alabama,SEC,kickReturns,39,2015 Alabama
282,2016,Alabama,SEC,netPassingYards,3154,2016 Alabama
283,2011,Alabama,SEC,rushingYards,2788,2011 Alabama
284,2005,Alabama,SEC,interceptions,4,2005 Alabama
285,2017,Alabama,SEC,sacks,40,2017 Alabama
286,2007,Alabama,SEC,puntReturnTDs,1,2007 Alabama
287,2010,Alabama,SEC,puntReturnTDs,1,2010 Alabama
288,2011,Alabama,SEC,interceptionYards,218,2011 Alabama
289,2019,Alabama,SEC,penaltyYards,855,2019 Alabama
290,2005,Alabama,SEC,games,12,2005 Alabama
292,2006,Alabama,SEC,interceptionYards,266,2006 Alabama
293,2012,Alabama,SEC,interceptionYards,221,2012 Alabama
294,2013,Alabama,SEC,rushingTDs,28,2013 Alabama
295,2015,Alabama,SEC,fumblesLost,7,2015 Alabama
296,2018,Alabama,SEC,interceptionYards,276,2018 Alabama
297,2004,Alabama,SEC,interceptionYards,113,2004 Alabama
298,2020,Alabama,SEC,puntReturns,20,2020 Alabama
301,2013,Alabama,SEC,fourthDowns,12,2013 Alabama
302,2005,Alabama,SEC,thirdDownConversions,66,2005 Alabama
303,2006,Alabama,SEC,interceptionTDs,3,2006 Alabama
304,2013,Alabama,SEC,thirdDowns,147,2013 Alabama
306,2021,Alabama,SEC,penalties,107,2021 Alabama
308,2015,Alabama,SEC,passCompletions,301,2015 Alabama
310,2016,Alabama,SEC,passCompletions,265,2016 Alabama
311,2020,Alabama,SEC,sacks,27,2020 Alabama
312,2017,Alabama,SEC,netPassingYards,2708,2017 Alabama
313,2020,Alabama,SEC,firstDowns,365,2020 Alabama
314,2007,Alabama,SEC,penaltyYards,453,2007 Alabama
316,2018,Alabama,SEC,passAttempts,438,2018 Alabama
317,2008,Alabama,SEC,puntReturnTDs,4,2008 Alabama
321,2014,Alabama,SEC,fumblesLost,12,2014 Alabama
322,2022,Alabama,SEC,fourthDowns,8,2022 Alabama
324,2022,Alabama,SEC,passingTDs,19,2022 Alabama
325,2004,Alabama,SEC,thirdDownConversions,48,2004 Alabama
327,2015,Alabama,SEC,rushingAttempts,642,2015 Alabama
328,2021,Alabama,SEC,fumblesLost,6,2021 Alabama
329,2007,Alabama,SEC,rushingAttempts,490,2007 Alabama
330,2012,Alabama,SEC,rushingYards,3171,2012 Alabama
331,2013,Alabama,SEC,kickReturnTDs,1,2013 Alabama
332,2005,Alabama,SEC,turnovers,13,2005 Alabama
334,2007,Alabama,SEC,puntReturnYards,370,2007 Alabama
335,2008,Alabama,SEC,interceptionTDs,4,2008 Alabama
337,2013,Alabama,SEC,games,13,2013 Alabama
338,2017,Alabama,SEC,totalYards,6217,2017 Alabama
339,2006,Alabama,SEC,rushingTDs,10,2006 Alabama
340,2008,Alabama,SEC,passAttempts,334,2008 Alabama
342,2006,Alabama,SEC,passesIntercepted,16,2006 Alabama
344,2020,Alabama,SEC,passCompletions,324,2020 Alabama
345,2019,Alabama,SEC,interceptionYards,245,2019 Alabama
346,2005,Alabama,SEC,thirdDowns,183,2005 Alabama
347,2016,Alabama,SEC,kickReturnYards,547,2016 Alabama
349,2022,Alabama,SEC,kickReturnTDs,0,2022 Alabama
350,2015,Alabama,SEC,kickReturnTDs,1,2015 Alabama
351,2020,Alabama,SEC,fourthDowns,9,2020 Alabama
352,2012,Alabama,SEC,thirdDownConversions,80,2012 Alabama
353,2020,Alabama,SEC,penalties,78,2020 Alabama
354,2016,Alabama,SEC,interceptionYards,398,2016 Alabama
355,2008,Alabama,SEC,puntReturnYards,701,2008 Alabama
356,2008,Alabama,SEC,rushingYards,2585,2008 Alabama
358,2018,Alabama,SEC,fumblesRecovered,6,2018 Alabama
359,2010,Alabama,SEC,totalYards,5773,2010 Alabama
360,2022,Alabama,SEC,interceptionYards,46,2022 Alabama
361,2012,Alabama,SEC,thirdDowns,167,2012 Alabama
362,2012,Alabama,SEC,puntReturnTDs,0,2012 Alabama
363,2015,Alabama,SEC,thirdDowns,215,2015 Alabama
364,2015,Alabama,SEC,totalYards,6406,2015 Alabama
365,2006,Alabama,SEC,rushingYards,1600,2006 Alabama
366,2007,Alabama,SEC,totalYards,4349,2007 Alabama
367,2014,Alabama,SEC,turnovers,22,2014 Alabama
368,2017,Alabama,SEC,interceptions,3,2017 Alabama
369,2016,Alabama,SEC,rushingYards,3675,2016 Alabama
370,2015,Alabama,SEC,puntReturns,47,2015 Alabama
371,2010,Alabama,SEC,firstDowns,287,2010 Alabama
372,2017,Alabama,SEC,rushingAttempts,612,2017 Alabama
373,2022,Alabama,SEC,passesIntercepted,2,2022 Alabama
374,2005,Alabama,SEC,fumblesRecovered,10,2005 Alabama
375,2020,Alabama,SEC,rushingAttempts,475,2020 Alabama
376,2018,Alabama,SEC,sacks,44,2018 Alabama
377,2020,Alabama,SEC,passesIntercepted,12,2020 Alabama
378,2021,Alabama,SEC,netPassingYards,5073,2021 Alabama
379,2011,Alabama,SEC,interceptions,8,2011 Alabama
380,2004,Alabama,SEC,rushingYards,2221,2004 Alabama
381,2022,Alabama,SEC,passCompletions,120,2022 Alabama
382,2014,Alabama,SEC,interceptions,10,2014 Alabama
384,2009,Alabama,SEC,puntReturns,64,2009 Alabama
385,2018,Alabama,SEC,kickReturns,24,2018 Alabama
386,2006,Alabama,SEC,puntReturnYards,308,2006 Alabama
387,2008,Alabama,SEC,rushingAttempts,568,2008 Alabama
389,2021,Alabama,SEC,fourthDowns,17,2021 Alabama
390,2011,Alabama,SEC,totalYards,5585,2011 Alabama
391,2004,Alabama,SEC,passCompletions,146,2004 Alabama
392,2011,Alabama,SEC,fumblesRecovered,7,2011 Alabama
393,2011,Alabama,SEC,passCompletions,237,2011 Alabama
395,2022,Alabama,SEC,thirdDowns,71,2022 Alabama
397,2019,Alabama,SEC,kickReturnTDs,1,2019 Alabama
398,2008,Alabama,SEC,fourthDownConversions,8,2008 Alabama
400,2010,Alabama,SEC,passingTDs,24,2010 Alabama
402,2013,Alabama,SEC,interceptionTDs,3,2013 Alabama
403,2022,Alabama,SEC,puntReturns,24,2022 Alabama
404,2015,Alabama,SEC,interceptionTDs,4,2015 Alabama
405,2022,Alabama,SEC,fumblesRecovered,2,2022 Alabama
406,2017,Alabama,SEC,fumblesRecovered,4,2017 Alabama
407,2018,Alabama,SEC,totalYards,7828,2018 Alabama
408,2017,Alabama,SEC,penaltyYards,569,2017 Alabama
409,2019,Alabama,SEC,kickReturns,31,2019 Alabama
410,2020,Alabama,SEC,turnovers,12,2020 Alabama
411,2004,Alabama,SEC,puntReturnTDs,1,2004 Alabama
412,2009,Alabama,SEC,interceptionTDs,2,2009 Alabama
413,2008,Alabama,SEC,interceptionYards,305,2008 Alabama
414,2014,Alabama,SEC,puntReturns,25,2014 Alabama
415,2011,Alabama,SEC,firstDowns,281,2011 Alabama
417,2018,Alabama,SEC,penalties,86,2018 Alabama
419,2013,Alabama,SEC,fumblesLost,10,2013 Alabama
420,2010,Alabama,SEC,thirdDowns,151,2010 Alabama
421,2017,Alabama,SEC,passingTDs,28,2017 Alabama
422,2005,Alabama,SEC,fumblesLost,9,2005 Alabama
424,2013,Alabama,SEC,thirdDownConversions,70,2013 Alabama
425,2014,Alabama,SEC,totalYards,6783,2014 Alabama
426,2020,Alabama,SEC,kickReturnYards,276,2020 Alabama
427,2006,Alabama,SEC,thirdDowns,186,2006 Alabama
428,2016,Alabama,SEC,turnovers,19,2016 Alabama
429,2007,Alabama,SEC,thirdDowns,198,2007 Alabama
430,2016,Alabama,SEC,rushingTDs,33,2016 Alabama
431,2019,Alabama,SEC,interceptions,6,2019 Alabama
432,2007,Alabama,SEC,netPassingYards,3090,2007 Alabama
433,2014,Alabama,SEC,interceptionTDs,0,2014 Alabama
436,2018,Alabama,SEC,passesIntercepted,14,2018 Alabama
437,2019,Alabama,SEC,passesIntercepted,17,2019 Alabama
438,2012,Alabama,SEC,netPassingYards,3052,2012 Alabama
439,2013,Alabama,SEC,possessionTime,24923,2013 Alabama
441,2004,Alabama,SEC,passesIntercepted,12,2004 Alabama
442,2017,Alabama,SEC,turnovers,10,2017 Alabama
443,2009,Alabama,SEC,penalties,69,2009 Alabama
444,2011,Alabama,SEC,netPassingYards,2894,2011 Alabama
445,2020,Alabama,SEC,passAttempts,425,2020 Alabama
446,2018,Alabama,SEC,firstDowns,372,2018 Alabama
447,2007,Alabama,SEC,games,13,2007 Alabama
448,2005,Alabama,SEC,rushingAttempts,463,2005 Alabama
450,2022,Alabama,SEC,turnovers,9,2022 Alabama
451,2010,Alabama,SEC,interceptionTDs,2,2010 Alabama
452,2018,Alabama,SEC,interceptionTDs,4,2018 Alabama
453,2019,Alabama,SEC,firstDowns,318,2019 Alabama
454,2017,Alabama,SEC,interceptionYards,279,2017 Alabama
456,2020,Alabama,SEC,interceptions,4,2020 Alabama
457,2004,Alabama,SEC,fumblesRecovered,16,2004 Alabama
458,2005,Alabama,SEC,rushingYards,1710,2005 Alabama
459,2011,Alabama,SEC,thirdDowns,168,2011 Alabama
460,2021,Alabama,SEC,interceptionTDs,2,2021 Alabama
462,2006,Alabama,SEC,firstDowns,247,2006 Alabama
463,2017,Alabama,SEC,tacklesForLoss,100,2017 Alabama
464,2018,Alabama,SEC,kickReturnTDs,1,2018 Alabama
465,2006,Alabama,SEC,netPassingYards,2976,2006 Alabama
466,2017,Alabama,SEC,firstDowns,311,2017 Alabama
467,2021,Alabama,SEC,rushingAttempts,548,2021 Alabama
468,2008,Alabama,SEC,turnovers,20,2008 Alabama
469,2009,Alabama,SEC,puntReturnTDs,1,2009 Alabama
470,2018,Alabama,SEC,fumblesLost,8,2018 Alabama
471,2021,Alabama,SEC,fourthDownConversions,9,2021 Alabama
472,2009,Alabama,SEC,kickReturnYards,791,2009 Alabama
473,2020,Alabama,SEC,rushingYards,2378,2020 Alabama
474,2012,Alabama,SEC,interceptionTDs,1,2012 Alabama
475,2018,Alabama,SEC,possessionTime,27411,2018 Alabama
476,2006,Alabama,SEC,passCompletions,224,2006 Alabama
477,2005,Alabama,SEC,firstDowns,222,2005 Alabama
479,2011,Alabama,SEC,kickReturnYards,530,2011 Alabama
480,2012,Alabama,SEC,puntReturns,34,2012 Alabama
481,2022,Alabama,SEC,puntReturnTDs,2,2022 Alabama
482,2013,Alabama,SEC,firstDowns,302,2013 Alabama
484,2016,Alabama,SEC,tacklesForLoss,118,2016 Alabama
485,2019,Alabama,SEC,interceptionTDs,2,2019 Alabama
486,2009,Alabama,SEC,netPassingYards,2743,2009 Alabama
487,2013,Alabama,SEC,totalYards,5903,2013 Alabama
488,2006,Alabama,SEC,possessionTime,15271,2006 Alabama
490,2022,Alabama,SEC,rushingTDs,13,2022 Alabama
491,2022,Alabama,SEC,netPassingYards,1479,2022 Alabama
492,2021,Alabama,SEC,kickReturnTDs,2,2021 Alabama
493,2018,Alabama,SEC,rushingTDs,33,2018 Alabama
495,2015,Alabama,SEC,interceptionYards,462,2015 Alabama
496,2019,Alabama,SEC,sacks,37,2019 Alabama
497,2008,Alabama,SEC,passesIntercepted,15,2008 Alabama
498,2007,Alabama,SEC,fumblesRecovered,5,2007 Alabama
499,2019,Alabama,SEC,fourthDownConversions,13,2019 Alabama
500,2012,Alabama,SEC,kickReturns,21,2012 Alabama
501,2013,Alabama,SEC,puntReturnTDs,3,2013 Alabama
502,2018,Alabama,SEC,rushingAttempts,572,2018 Alabama
503,2021,Alabama,SEC,passesIntercepted,15,2021 Alabama
504,2012,Alabama,SEC,possessionTime,29579,2012 Alabama
505,2011,Alabama,SEC,penaltyYards,369,2011 Alabama
506,2004,Alabama,SEC,penaltyYards,0,2004 Alabama
507,2006,Alabama,SEC,fumblesLost,13,2006 Alabama
508,2005,Alabama,SEC,possessionTime,14472,2005 Alabama
509,2022,Alabama,SEC,rushingYards,1545,2022 Alabama
510,2009,Alabama,SEC,passCompletions,212,2009 Alabama
511,2019,Alabama,SEC,puntReturnTDs,3,2019 Alabama
512,2008,Alabama,SEC,possessionTime,16355,2008 Alabama
513,2021,Alabama,SEC,tacklesForLoss,119,2021 Alabama
514,2005,Alabama,SEC,interceptionYards,155,2005 Alabama
515,2022,Alabama,SEC,kickReturnYards,130,2022 Alabama
516,2011,Alabama,SEC,passesIntercepted,13,2011 Alabama
517,2013,Alabama,SEC,fourthDownConversions,7,2013 Alabama
518,2005,Alabama,SEC,puntReturnYards,195,2005 Alabama
519,2022,Alabama,SEC,fourthDownConversions,3,2022 Alabama
520,2005,Alabama,SEC,totalYards,4307,2005 Alabama
521,2017,Alabama,SEC,fumblesLost,7,2017 Alabama
522,2009,Alabama,SEC,thirdDowns,194,2009 Alabama
523,2019,Alabama,SEC,fumblesRecovered,17,2019 Alabama
524,2018,Alabama,SEC,passingTDs,52,2018 Alabama
525,2010,Alabama,SEC,rushingAttempts,467,2010 Alabama
526,2004,Alabama,SEC,rushingAttempts,502,2004 Alabama
528,2016,Alabama,SEC,sacks,54,2016 Alabama
529,2013,Alabama,SEC,puntReturnYards,413,2013 Alabama
530,2016,Alabama,SEC,interceptions,9,2016 Alabama
531,2009,Alabama,SEC,passingTDs,17,2009 Alabama
532,2014,Alabama,SEC,interceptionYards,84,2014 Alabama
533,2020,Alabama,SEC,totalYards,7034,2020 Alabama
534,2017,Alabama,SEC,passAttempts,332,2017 Alabama
536,2021,Alabama,SEC,penaltyYards,990,2021 Alabama
537,2016,Alabama,SEC,fumblesLost,10,2016 Alabama
538,2007,Alabama,SEC,passingTDs,19,2007 Alabama
539,2011,Alabama,SEC,interceptionTDs,3,2011 Alabama
540,2018,Alabama,SEC,kickReturnYards,523,2018 Alabama
541,2017,Alabama,SEC,fourthDownConversions,15,2017 Alabama
543,2005,Alabama,SEC,puntReturns,43,2005 Alabama
544,2020,Alabama,SEC,possessionTime,24032,2020 Alabama
546,2005,Alabama,SEC,passCompletions,209,2005 Alabama
548,2008,Alabama,SEC,fourthDowns,10,2008 Alabama
549,2017,Alabama,SEC,fourthDowns,18,2017 Alabama
551,2015,Alabama,SEC,passAttempts,446,2015 Alabama
